origin,colony,dest,origin_dest,time,trt,grate,wkgrate,ylossnorm,totchl,"survival (1=y,0=dead)",6 bleach/dead score,min,mean,dr90,mmm,dtr,maxdtr,days31,days32,inDHW,nightDHW,CRWDHW,inDHM
HV,HVO,HV,HV_HV,6,0,0.024,0.106,0.095,7.946,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVO,MV,HV_MV,6,1,0.005,0.107,0.558,6.395,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVO,MV,HV_MV,6,0,0.008,0.188,0.042,10.301,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
LV,LVA,HV,LV_HV,6,NA,0.023,0.001,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVA,HV,LV_HV,6,1,0.02,0.063,0.231,9.59,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVA,HV,LV_HV,6,0,0,0.043,0.113,11.345,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVA,LV,LV_LV,6,1,0.019,0.07,0.036,5.7,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVA,LV,LV_LV,6,0,0.02,0.054,0.131,8.679,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVB,HV,LV_HV,6,NA,0.025,0.015,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,HV,LV_HV,6,NA,0.046,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,HV,LV_HV,6,1,0.021,0.029,0.23,11.128,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,HV,LV_HV,6,1,0.033,0.045,0.25,11.189,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,LV,LV_LV,6,NA,0.006,0.016,NA,NA,0,NA,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVB,LV,LV_LV,6,0,0.038,0.052,0.079,5.93,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVB,LV,LV_LV,6,0,0.027,0.045,0.106,9.902,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVC,HV,LV_HV,6,NA,0.021,-0.01,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,HV,LV_HV,6,1,0.018,0.014,0.178,4.825,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,HV,LV_HV,6,1,0.009,0.061,0.373,21.24,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,HV,LV_HV,6,0,0.021,0.082,0.062,6.916,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,LV,LV_LV,6,1,0.033,0.071,0.172,8.694,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVD,HV,LV_HV,6,1,0.027,0.031,0.22,9.209,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVD,HV,LV_HV,6,0,0.011,0.078,0.031,20.49,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVD,LV,LV_LV,6,NA,0.031,-0.01,NA,NA,0,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVD,LV,LV_LV,6,1,0.011,0.096,0.594,10.215,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVD,LV,LV_LV,6,0,0.017,0.09,0.018,14.046,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVE,HV,LV_HV,6,1,0.022,0.085,0.409,6.534,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVE,HV,LV_HV,6,0,0.022,0.117,0.11,11.57,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVE,LV,LV_LV,6,1,0.014,0.042,0.574,4.03,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVE,LV,LV_LV,6,0,0.013,0.06,0.034,8.915,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVK,HV,LV_HV,6,1,0,0.077,0.386,5.529,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVK,HV,LV_HV,6,0,0.001,0.079,0.038,12.756,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVK,LV,LV_LV,6,1,0.012,0.147,0.458,9.529,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVK,LV,LV_LV,6,0,0.035,0.103,0.077,12.067,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVL,HV,LV_HV,6,1,0.012,0.117,0.395,8.798,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVL,HV,LV_HV,6,0,NA,0.155,0.072,12.651,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVL,LV,LV_LV,6,1,0.022,0.216,0.518,16.739,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVL,LV,LV_LV,6,0,0.009,0.097,0.053,17.048,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVM,HV,LV_HV,6,1,-0.003,0.054,0.247,7.66,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVM,HV,LV_HV,6,0,0.011,0.032,0.119,9.527,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVM,LV,LV_LV,6,1,0.008,0.051,0.408,9.253,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVM,LV,LV_LV,6,0,0.007,0.041,0.086,10.315,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVN,HV,LV_HV,6,1,0.006,0.109,0.543,6.748,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVN,HV,LV_HV,6,0,0.002,0.059,0.043,8.627,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVN,LV,LV_LV,6,1,0.002,0.075,0.345,5.41,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVN,LV,LV_LV,6,0,0.001,0.102,0.039,9.164,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVO,HV,LV_HV,6,0,0.001,0.082,0.18,7.152,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVO,LV,LV_LV,6,1,0.01,0.116,0.096,8.789,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVO,LV,LV_LV,6,0,0,0.148,0.024,10.014,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVO,LV,LV_LV,6,0,0.017,0.117,0.063,4.968,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
MV,MVA,HV,MV_HV,6,1,0.026,0.081,0.177,9.756,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVA,HV,MV_HV,6,0,0.017,0.082,0.058,9.059,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVA,MV,MV_MV,6,1,0.023,0.071,0.203,7.508,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVA,MV,MV_MV,6,0,0.013,0.124,0.118,6.094,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVB,HV,MV_HV,6,1,0.019,0.179,0.113,12.93,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVB,HV,MV_HV,6,0,0.011,0.126,0.019,15.682,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVB,MV,MV_MV,6,1,0.024,0.193,0.16,10.026,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVB,MV,MV_MV,6,0,0.013,0.093,0.113,10.523,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVC,HV,MV_HV,6,1,0.016,0.103,0.262,2.754,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVC,HV,MV_HV,6,0,0.014,0.099,0.127,10.885,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVC,MV,MV_MV,6,1,NA,0.152,0.287,3.466,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVC,MV,MV_MV,6,0,-0.001,0.191,0.103,10.084,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,HV,MV_HV,6,NA,0.001,-0.004,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,HV,MV_HV,6,NA,0.015,NA,NA,NA,0,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,HV,MV_HV,6,1,0.01,0.108,0.294,11.625,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,HV,MV_HV,6,0,0.014,0.116,0.018,12.552,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,MV,MV_MV,6,NA,0.002,0.004,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,MV,MV_MV,6,NA,0.002,0.003,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,MV,MV_MV,6,1,0.025,0.114,0.143,2.817,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,MV,MV_MV,6,0,0.015,0.106,0.077,4.948,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVEnew,HV,MV_HV,6,NA,-0.003,0.007,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVEnew,HV,MV_HV,6,1,0.002,0.074,0.004,13.861,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVEnew,HV,MV_HV,6,0,-0.001,0.114,-0.019,11.733,1,,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVEnew,MV,MV_MV,6,NA,0.02,NA,NA,NA,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVEnew,MV,MV_MV,6,1,-0.006,0.079,0.146,9.797,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVEnew,MV,MV_MV,6,0,0.008,0.113,0.026,14.598,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVK,HV,MV_HV,6,NA,0.009,0.012,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVK,HV,MV_HV,6,1,0.007,0.156,0.282,5.378,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVK,HV,MV_HV,6,0,0.022,0.098,-0.004,10.567,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVK,MV,MV_MV,6,1,0.002,0.062,0.154,5.895,1,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVK,MV,MV_MV,6,0,0.006,0.158,0.063,10.092,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVL,HV,MV_HV,6,NA,0.007,0.014,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,HV,MV_HV,6,NA,0.011,-0.026,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,HV,MV_HV,6,NA,0.007,-0.005,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,HV,MV_HV,6,NA,0.002,-0.039,NA,NA,0,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,HV,MV_HV,6,1,0.005,0.013,0.237,10.478,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,HV,MV_HV,6,0,0.011,0.041,0.003,12.706,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,MV,MV_MV,6,NA,0.013,-0.023,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVL,MV,MV_MV,6,1,-0.001,0.079,0.247,14.456,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVL,MV,MV_MV,6,0,0.013,0.059,0.122,8.77,1,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVM,HV,MV_HV,6,1,0.006,0.152,0.311,2.165,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVM,HV,MV_HV,6,0,0.01,0.134,0.087,7.457,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVM,MV,MV_MV,6,1,0.019,0.052,0.327,4.119,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVM,MV,MV_MV,6,0,0.022,0.066,0.128,9.554,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVN,HV,MV_HV,6,1,0.075,0.039,0.316,23.676,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVN,HV,MV_HV,6,1,0.007,0.017,0.177,22.509,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVN,HV,MV_HV,6,0,0.031,0.057,0.041,19.708,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVN,HV,MV_HV,6,0,0.007,0.033,-0.057,12.528,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVN,MV,MV_MV,6,NA,0.009,0.012,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVN,MV,MV_MV,6,NA,0.039,0.005,NA,NA,0,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVN,MV,MV_MV,6,NA,0.017,0.006,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVN,MV,MV_MV,6,NA,0.037,0,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVN,MV,MV_MV,6,1,0.022,0.019,0.133,23.884,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVN,MV,MV_MV,6,0,0.017,0.035,-0.053,12.94,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVO,MV,MV_MV,6,1,0.013,0.058,0.107,8.756,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVO,MV,MV_MV,6,0,0.022,0.099,-0.045,12.674,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVA,HV,HV_HV,24,NA,0.08,0.429,NA,NA,1,0,,,,,,,,,,,,
HV,HVA,HV,HV_HV,24,NA,0.18,0.523,NA,NA,1,0,,,,,,,,,,,,
HV,HVA,HV,HV_HV,24,NA,0.15,0.95,NA,NA,1,0,,,,,,,,,,,,
HV,HVA,HV,HV_HV,24,NA,0.139,0.472,NA,NA,1,0,,,,,,,,,,,,
HV,HVA,MV,HV_MV,24,NA,0.044,0.609,NA,NA,1,0,,,,,,,,,,,,
HV,HVA,MV,HV_MV,24,NA,0.024,0.566,NA,NA,1,0,,,,,,,,,,,,
HV,HVA,MV,HV_MV,24,NA,0.054,NA,NA,NA,NA,0,,,,,,,,,,,,
HV,HVA,MV,HV_MV,24,NA,0.014,0.486,NA,NA,1,0,,,,,,,,,,,,
HV,HVB,HV,HV_HV,24,NA,NA,0.289,NA,NA,1,1,,,,,,,,,,,,
HV,HVB,HV,HV_HV,24,NA,0.037,0.099,NA,NA,1,0,,,,,,,,,,,,
HV,HVB,HV,HV_HV,24,NA,0.038,0.293,NA,NA,1,1,,,,,,,,,,,,
HV,HVB,HV,HV_HV,24,NA,0.011,0.054,NA,NA,1,0,,,,,,,,,,,,
HV,HVB,MV,HV_MV,24,NA,0.033,0.213,NA,NA,1,0,,,,,,,,,,,,
HV,HVB,MV,HV_MV,24,NA,0.036,0.12,NA,NA,1,0,,,,,,,,,,,,
HV,HVB,MV,HV_MV,24,NA,0.013,0.192,NA,NA,1,0,,,,,,,,,,,,
HV,HVC,HV,HV_HV,24,NA,0.033,NA,NA,NA,NA,,,,,,,,,,,,,
HV,HVC,HV,HV_HV,24,NA,0.04,0.195,NA,NA,1,1,,,,,,,,,,,,
HV,HVC,HV,HV_HV,24,NA,0.14,0.217,NA,NA,1,1,,,,,,,,,,,,
HV,HVC,MV,HV_MV,24,NA,0.132,0.27,NA,NA,1,1,,,,,,,,,,,,
HV,HVC,MV,HV_MV,24,NA,0.015,0.281,NA,NA,1,1,,,,,,,,,,,,
HV,HVC,MV,HV_MV,24,NA,0.012,0.235,NA,NA,1,1,,,,,,,,,,,,
HV,HVC,MV,HV_MV,24,NA,0.035,0.159,NA,NA,1,0,,,,,,,,,,,,
HV,HVD,HV,HV_HV,24,NA,0.006,0.054,NA,NA,1,0,,,,,,,,,,,,
HV,HVD,HV,HV_HV,24,NA,0.035,0.171,NA,NA,1,0,,,,,,,,,,,,
HV,HVD,HV,HV_HV,24,NA,NA,0.207,NA,NA,1,0,,,,,,,,,,,,
HV,HVD,MV,HV_MV,24,NA,0.007,0.13,NA,NA,0,0,,,,,,,,,,,,
HV,HVD,MV,HV_MV,24,NA,0.009,0.126,NA,NA,1,0,,,,,,,,,,,,
HV,HVD,MV,HV_MV,24,NA,0.021,0.112,NA,NA,1,1,,,,,,,,,,,,
HV,HVE,HV,HV_HV,24,NA,0.032,0.074,NA,NA,1,0,,,,,,,,,,,,
HV,HVE,HV,HV_HV,24,NA,0.005,0.22,NA,NA,1,1,,,,,,,,,,,,
HV,HVE,HV,HV_HV,24,NA,0.051,0.199,NA,NA,1,1,,,,,,,,,,,,
HV,HVE,MV,HV_MV,24,NA,0.029,NA,NA,NA,NA,0,,,,,,,,,,,,
HV,HVE,MV,HV_MV,24,NA,0.046,NA,NA,NA,0,NA,,,,,,,,,,,,
HV,HVE,MV,HV_MV,24,NA,0.04,0.231,NA,NA,1,1,,,,,,,,,,,,
HV,HVE,MV,HV_MV,24,NA,0.043,0.195,NA,NA,1,1,,,,,,,,,,,,
HV,HVK,HV,HV_HV,24,NA,0.065,0.623,NA,NA,1,0,,,,,,,,,,,,
HV,HVK,HV,HV_HV,24,NA,0.041,0.307,NA,NA,1,0,,,,,,,,,,,,
HV,HVK,HV,HV_HV,24,NA,0.065,0.091,NA,NA,1,0,,,,,,,,,,,,
HV,HVK,HV,HV_HV,24,NA,0.059,0.083,NA,NA,1,1,,,,,,,,,,,,
HV,HVK,MV,HV_MV,24,NA,0.026,0.577,NA,NA,1,0,,,,,,,,,,,,
HV,HVK,MV,HV_MV,24,NA,NA,0.349,NA,NA,1,0,,,,,,,,,,,,
HV,HVK,MV,HV_MV,24,NA,0.02,0.047,NA,NA,1,0,,,,,,,,,,,,
HV,HVK,MV,HV_MV,24,NA,0.029,0.577,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,HV,HV_HV,24,NA,0.003,0.208,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,HV,HV_HV,24,NA,0.028,0.039,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,HV,HV_HV,24,NA,NA,0.2,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,HV,HV_HV,24,NA,0.018,NA,NA,NA,NA,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,0.005,0.111,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,0.038,0.102,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,0.042,0.175,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,0.039,0.149,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,0.032,0.041,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,0.035,0.063,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,0.039,0.049,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,0.019,0.144,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,0.016,0.046,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,0.031,0.253,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,MV,HV_MV,24,NA,0.031,0.038,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,MV,HV_MV,24,NA,0.057,0.145,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,MV,HV_MV,24,NA,0.114,0.191,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,0.087,0.241,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,0.025,0.148,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,0.015,0.29,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,0.034,0.296,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,0.007,0.356,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,0.018,0.24,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,0.019,0.216,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,0.02,0.074,NA,NA,1,1,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,0.021,0.344,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,0.019,0.256,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,0.045,0.37,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,0.07,0.337,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,0.028,0.077,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,0.054,0.167,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,0.038,0.288,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,0.034,0.309,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,HV,LV_HV,24,NA,0.017,0.148,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,HV,LV_HV,24,NA,0.031,NA,NA,NA,0,0,,,,,,,,,,,,
LV,LVA,HV,LV_HV,24,NA,NA,0.133,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,0.036,0.153,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,0.027,0.113,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,0.033,0.071,NA,NA,1,0,,,,,,,,,,,,
