date	SST	DHW	HVDayRange	HVDayMin	HVDayMax	HVDayMean	MVDayRange	MVDayMin	MVDayMax	MVDayMean	LVDayRange	LVDayMin	LVDayMax	LVDayMean	season
11/16/16	29.19	0	4.328	27.9115	32.2395	29.63822396	3.673	28.2085	31.8815	29.67609375	2.108	28.754	30.862	29.60066667	Summer
11/17/16	29.06	0	3.2695	28.4065	31.676	29.78338021	2.6655	28.6545	31.32	29.80113542	1.807	28.953	30.76	29.68539583	Summer
11/18/16	29.59	0	3.2785	28.7045	31.983	30.07106771	2.826	28.953	31.779	30.15855729	2.014	29.152	31.166	30.0238125	Summer
11/19/16	29.69	0	1.0995	28.8035	29.903	29.47520833	0.951	29.0525	30.0035	29.59711458	0.401	29.452	29.853	29.62817708	Summer
11/20/16	29.53	0	1.607	29.1025	30.7095	29.75714063	1.407	29.252	30.659	29.84527604	0.803	29.452	30.255	29.82170833	Summer
11/21/16	29.55	0	1.508	29.202	30.71	29.85398438	1.4085	29.352	30.7605	29.94842188	0.804	29.552	30.356	29.95035417	Summer
11/22/16	29.65	0	1.5045	29.003	30.5075	29.62076563	1.5065	29.1525	30.659	29.71676563	0.803	29.452	30.255	29.72130208	Summer
11/23/16	29.39	0	1.658	29.1025	30.7605	29.65645313	1.5085	29.252	30.7605	29.75196354	1.106	29.452	30.558	29.76845833	Summer
11/24/16	29.35	0	1.909	29.003	30.912	29.77929688	1.7595	29.1525	30.912	29.83034375	1.407	29.252	30.659	29.75809375	Summer
11/25/16	29.16	0	2.056	28.7045	30.7605	29.4155	1.8085	29.0025	30.811	29.53839583	1.104	29.252	30.356	29.60867708	Summer
11/26/16	29.13	0	1.906	28.8035	30.7095	29.72202604	1.657	29.0525	30.7095	29.77670833	1.005	29.452	30.457	29.815375	Summer
11/27/16	29.22	0	1.1035	29.202	30.3055	29.66204688	1.1555	29.352	30.5075	29.78378646	1.208	29.552	30.76	29.91060417	Summer
11/28/16	29.59	0	2.5225	29.1025	31.625	29.90236979	2.475	29.252	31.727	30.010375	1.918	29.452	31.37	29.97021875	Summer
11/29/16	29.49	0	3.6975	28.903	32.6005	30.13504688	3.395	29.1025	32.4975	30.20717188	2.12	29.352	31.472	30.04727083	Summer
11/30/16	29.67	0	4.5795	28.903	33.4825	30.57429167	4.1185	29.0525	33.171	30.61060938	2.328	29.552	31.88	30.50334375	Summer
12/1/16	29.65	0	2.49	29.8525	32.3425	30.70176563	2.4925	29.953	32.4455	30.78222917	1.721	29.853	31.574	30.46741667	Summer
12/2/16	30.02	0.16	2.942	29.452	32.394	30.48429167	2.535	29.602	32.137	30.52515104	1.313	29.853	31.166	30.31259375	Summer
12/3/16	30.26	0.35	2.627	29.202	31.829	30.36886458	2.325	29.402	31.727	30.43828646	1.516	29.752	31.268	30.30861458	Summer
12/4/16	30.15	0.53	3.298	29.302	32.6	30.69747396	2.7395	29.552	32.2915	30.72086979	1.517	29.853	31.37	30.52942708	Summer
12/5/16	30.16	0.71	1.463	29.652	31.115	30.2608125	1.261	29.702	30.963	30.28846875	1.108	29.652	30.76	30.16847917	Summer
12/6/16	30.13	0.89	2.171	29.352	31.523	30.34934375	1.766	29.502	31.268	30.35021354	1.01	29.953	30.963	30.30905208	Summer
12/7/16	29.82	0.89	1.615	29.602	31.217	30.33271354	1.4655	29.8025	31.268	30.39641667	0.909	29.953	30.862	30.33194792	Summer
12/8/16	29.84	0.89	2.227	29.602	31.829	30.72545313	2.1295	29.8025	31.932	30.75886979	1.316	30.054	31.37	30.60197917	Summer
12/9/16	29.97	1.04	2.376	29.402	31.778	30.32323438	2.278	29.602	31.88	30.42296354	1.11	29.853	30.963	30.32577083	Summer
12/10/16	29.83	1.04	1.717	29.602	31.319	30.22374479	1.719	29.702	31.421	30.28459375	1.009	29.853	30.862	30.20503125	Summer
12/11/16	29.91	1.19	3.92	29.302	33.222	30.52166146	3.666	29.452	33.118	30.62175521	1.721	29.853	31.574	30.42435417	Summer
12/12/16	29.83	1.19	1.3985	28.605	30.0035	29.33636458	1	28.9535	29.9535	29.50021354	0.701	29.252	29.953	29.73994792	Summer
12/13/16	29.6	1.19	2.508	28.5055	31.0135	29.69390104	2.3085	28.6545	30.963	29.81147396	1.608	29.152	30.76	29.89939583	Summer
12/14/16	29.67	1.19	4.584	29.003	33.587	30.22955208	3.811	29.1525	32.9635	30.24646354	2.018	29.352	31.37	30.07377083	Summer
12/15/16	30.01	1.34	3.7045	29.1025	32.807	30.53025521	3.502	29.202	32.704	30.55995313	1.814	29.352	31.166	30.26977083	Summer
12/16/16	29.83	1.34	1.613	29.502	31.115	30.20415625	1.312	29.702	31.014	30.26266146	0.806	29.853	30.659	30.23436458	Summer
12/17/16	29.79	1.34	1.762	29.302	31.064	30.03493229	1.3595	29.502	30.8615	30.09276042	0.604	29.752	30.356	30.07898958	Summer
12/18/16	29.74	1.34	1.664	29.502	31.166	30.22831771	1.362	29.7025	31.0645	30.27850521	0.706	29.953	30.659	30.19133333	Summer
12/19/16	29.96	1.5	1.057	29.602	30.659	30.01378125	0.9065	29.702	30.6085	30.06928646	0.907	29.853	30.76	30.112625	Summer
12/20/16	29.75	1.5	0.9585	29.903	30.8615	30.22447396	0.9595	30.0035	30.963	30.2791875	0.909	29.953	30.862	30.22710417	Summer
12/21/16	29.94	1.64	0.753	29.502	30.255	29.90519271	0.754	29.602	30.356	29.98156771	0.403	29.953	30.356	30.0411875	Summer
12/22/16	29.87	1.64	0.5005	29.302	29.8025	29.589	0.501	29.352	29.853	29.66307292	0.301	29.652	29.953	29.79401042	Summer
12/23/16	29.83	1.64	1.664	29.502	31.166	30.13504167	1.361	29.602	30.963	30.21780729	1.008	29.752	30.76	30.11711458	Summer
12/24/16	29.77	1.64	1.819	29.602	31.421	30.2044375	1.668	29.702	31.37	30.24477604	0.705	29.853	30.558	30.06445833	Summer
12/25/16	30.02	1.8	1.257	29.402	30.659	29.98563021	1.2085	29.552	30.7605	30.10025	1.11	29.752	30.862	30.14227083	Summer
12/26/16	29.74	1.8	1.761	29.202	30.963	30.01033854	1.511	29.452	30.963	30.11809375	1.11	29.853	30.963	30.19245833	Summer
12/27/16	29.61	1.8	1.7115	29.302	31.0135	29.91740625	1.817	29.502	31.319	30.04521875	1.009	29.853	30.862	30.10946875	Summer
12/28/16	29.48	1.8	0.7	29.1025	29.8025	29.50727604	0.701	29.202	29.903	29.64332813	0.302	29.752	30.054	29.88422917	Summer
12/29/16	29.58	1.8	2.3185	29.1025	31.421	29.83239063	2.068	29.302	31.37	29.92249479	0.806	29.752	30.558	29.93354167	Summer
12/30/16	29.53	1.8	0.599	28.903	29.502	29.27251563	0.4995	29.1525	29.652	29.41195833	0.501	29.452	29.953	29.72295833	Summer
12/31/16	29.86	1.8	1.607	29.1025	30.7095	29.72763542	1.609	29.202	30.811	29.82250521	2.322	29.252	31.574	29.88821875	Summer
1/1/17	29.77	1.8	2.1595	28.8035	30.963	29.81404688	1.961	29.0525	31.0135	29.90125	1.51	29.352	30.862	29.84683333	Summer
1/2/17	29.76	1.8	1.658	29.1025	30.7605	29.82235938	1.408	29.302	30.71	29.90792708	0.804	29.552	30.356	29.93447917	Summer
1/3/17	29.68	1.8	3.0315	29.003	32.0345	30.26667708	2.5275	29.3025	31.83	30.33777604	1.311	29.652	30.963	30.21176042	Summer
1/4/17	29.41	1.8	2.212	28.903	31.115	30.10847917	1.7625	29.3525	31.115	30.18017708	0.907	29.752	30.659	30.09484375	Summer
1/5/17	30.07	1.97	2.0125	29.1025	31.115	30.14233333	1.764	29.402	31.166	30.22751563	1.008	29.752	30.76	30.1600625	Summer
1/6/17	29.86	1.97	1.461	29.502	30.963	30.1411875	1.2605	29.7025	30.963	30.21078125	1.11	29.752	30.862	30.15376042	Summer
1/7/17	29.97	2.12	1.209	29.602	30.811	30.11872917	1.4145	29.702	31.1165	30.20877604	1.11	29.752	30.862	30.19264583	Summer
1/8/17	30.06	2.29	2.3835	29.702	32.0855	30.47159375	2.1305	29.8525	31.983	30.524125	0.807	29.953	30.76	30.29015625	Summer
1/9/17	30.18	2.47	3.1055	29.702	32.8075	30.78621354	2.5945	29.8525	32.447	30.75314063	1.211	29.853	31.064	30.50384375	Summer
1/10/17	30.04	2.64	3.212	29.8025	33.0145	30.68511458	3.163	29.903	33.066	30.7920625	2.541	29.853	32.394	30.6670625	Summer
1/11/17	29.92	2.78	3.816	29.302	33.118	30.42130729	3.768	29.402	33.17	30.53872396	2.334	29.752	32.086	30.43729167	Summer
1/12/17	30.08	2.95	4.9165	29.352	34.2685	30.77719271	4.397	29.452	33.849	30.82875	2.434	29.652	32.086	30.60629167	Summer
1/13/17	30.01	3.11	3.868	29.302	33.17	30.72189063	3.203	29.502	32.705	30.75208333	2.133	29.953	32.086	30.69222917	Summer
1/14/17	30.28	3.31	5.066	29.202	34.268	30.81507292	3.725	29.452	33.177	30.77903646	2.03	29.953	31.983	30.67609375	Summer
1/15/17	30.09	3.48	0.8555	29.652	30.5075	30.2044375	0.8065	29.8525	30.659	30.29205729	0.607	30.255	30.862	30.4949375	Summer
1/16/17	30.04	3.64	1.1065	29.502	30.6085	30.02795313	1.007	29.652	30.659	30.12011979	0.504	30.054	30.558	30.28666667	Summer
1/17/17	29.79	3.64	2.424	29.252	31.676	30.29993229	2.123	29.502	31.625	30.4098125	1.112	30.054	31.166	30.46885417	Summer
1/18/17	29.88	3.64	2.0635	29.1025	31.166	30.17507292	1.965	29.252	31.217	30.28672396	1.111	29.953	31.064	30.47835417	Summer
1/19/17	29.98	3.79	1.2615	29.8025	31.064	30.35304688	1.111	29.953	31.064	30.45278646	1.52	30.054	31.574	30.5363125	Summer
1/20/17	29.84	3.79	1.163	30.0035	31.1665	30.45389063	1.266	30.104	31.37	30.52753125	0.809	30.255	31.064	30.5308125	Summer
1/21/17	30.09	3.96	1.4185	30.0535	31.472	30.64744271	1.42	30.154	31.574	30.68165104	0.607	30.255	30.862	30.54333333	Summer
1/22/17	30.67	4.22	3.1785	30.356	33.5345	31.27289583	3.024	30.4065	33.4305	31.26122396	1.836	30.558	32.394	31.13055208	Summer
1/23/17	30.7	4.47	2.604	30.255	32.859	31.17464583	2.5535	30.3055	32.859	31.24057292	2.244	30.356	32.6	31.153	Summer
1/24/17	30.67	4.73	2.709	30.3055	33.0145	31.07318229	2.4525	30.4065	32.859	31.15695833	1.423	30.457	31.88	30.944625	Summer
1/25/17	30.69	4.98	2.0305	30.0035	32.034	30.74033333	2.083	30.054	32.137	30.83008854	1.318	30.154	31.472	30.79679167	Summer
1/26/17	30.51	5.21	1.7525	28.7045	30.457	29.89267708	1.755	28.8535	30.6085	30.01410938	1.313	29.853	31.166	30.3900625	Summer
1/27/17	30.31	5.41	4.656	29.402	34.058	30.88866146	4.399	29.502	33.901	30.94542188	3.058	29.853	32.911	30.73013542	Summer
1/28/17	30.1	5.58	3.868	29.302	33.17	30.88428125	3.616	29.502	33.118	30.96126042	2.334	29.752	32.086	30.70176042	Summer
1/29/17	30.51	5.81	0.755	29.702	30.457	29.98684848	0.554	29.903	30.457	30.11642424	0.303	30.255	30.558	30.36212121	Summer
