origin,colony,dest,origin_dest,time,trt,tank,grate,wkgrate,ylossnorm,hr21,totchl,"survival (1=y,0=dead)",6 bleach/dead score,min,mean,dr90,mmm,dtr,maxdtr,days31,days32,inDHW,nightDHW,CRWDHW,inDHM
HV,HVL,HV,HV_HV,24,NA,NA,0.028,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,HV,HV_HV,24,NA,NA,NA,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,HV,HV_HV,24,NA,NA,0.018,,NA,NA,NA,NA,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,NA,0.005,0.134,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,NA,0.038,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,NA,0.042,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVL,MV,HV_MV,24,NA,NA,0.039,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,NA,0.032,0.099,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,NA,0.035,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,NA,0.039,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,NA,0.019,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,NA,0.016,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,HV,HV_HV,24,NA,NA,0.031,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,MV,HV_MV,24,NA,NA,0.031,0.038,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,MV,HV_MV,24,NA,NA,0.057,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVM,MV,HV_MV,24,NA,NA,0.114,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,NA,0.087,0.244,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,NA,0.025,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,NA,0.015,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,HV,HV_HV,24,NA,NA,0.034,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,NA,0.007,0.221,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,NA,0.018,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,NA,0.019,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVN,MV,HV_MV,24,NA,NA,0.02,,NA,NA,NA,1,1,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,NA,0.021,0.327,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,NA,0.019,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,NA,0.045,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,HV,HV_HV,24,NA,NA,0.07,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,NA,0.028,0.21,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,NA,0.054,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,NA,0.038,,NA,NA,NA,1,0,,,,,,,,,,,,
HV,HVO,MV,HV_MV,24,NA,NA,0.034,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,HV,LV_HV,24,NA,NA,0.017,0.14,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,HV,LV_HV,24,NA,NA,0.031,,NA,NA,NA,0,0,,,,,,,,,,,,
LV,LVA,HV,LV_HV,24,NA,NA,NA,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,NA,0.036,0.11,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,NA,0.027,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,NA,0.033,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVA,LV,LV_LV,24,NA,NA,0.066,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,HV,LV_HV,24,NA,NA,0.068,0.087,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,HV,LV_HV,24,NA,NA,0.104,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,LV,LV_LV,24,NA,NA,0.102,0.11,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,LV,LV_LV,24,NA,NA,NA,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVB,LV,LV_LV,24,NA,NA,0.133,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,HV,LV_HV,24,NA,NA,0.068,0.161,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,HV,LV_HV,24,NA,NA,0.025,,NA,NA,NA,0,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,NA,0.049,0.181,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,NA,0.052,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,NA,0.058,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,NA,0.039,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVC,LV,LV_LV,24,NA,NA,0.028,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,NA,0.018,0.157,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,NA,0.022,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,NA,0.018,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,HV,LV_HV,24,NA,NA,NA,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,LV,LV_LV,24,NA,NA,NA,0.191,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,LV,LV_LV,24,NA,NA,0.038,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVD,LV,LV_LV,24,NA,NA,0.037,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,NA,0.139,0.232,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,NA,0.076,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,NA,0.013,,NA,NA,NA,1,1,,,,,,,,,,,,
LV,LVE,HV,LV_HV,24,NA,NA,0.118,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,NA,0.026,0.181,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,NA,0.023,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,NA,0.041,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVE,LV,LV_LV,24,NA,NA,0.021,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,NA,0.005,0.134,NA,NA,NA,1,1,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,NA,0.044,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,NA,0.039,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,HV,LV_HV,24,NA,NA,0.049,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,NA,0.031,0.15,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,NA,0.036,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,NA,0.012,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVK,LV,LV_LV,24,NA,NA,0.014,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,NA,0.027,0.407,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,NA,0.043,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,NA,0.06,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,HV,LV_HV,24,NA,NA,0.017,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,NA,0.025,0.526,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,NA,0.025,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,NA,0.021,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVL,LV,LV_LV,24,NA,NA,0.024,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,NA,0.031,0.113,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,NA,0.024,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,NA,0.028,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,HV,LV_HV,24,NA,NA,0.03,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,NA,0.046,0.086,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,NA,0.031,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,NA,0.035,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVM,LV,LV_LV,24,NA,NA,0.035,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,NA,0.037,0.127,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,NA,0.014,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,NA,0.017,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,HV,LV_HV,24,NA,NA,0.033,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,NA,0.03,0.188,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,NA,0.024,,NA,NA,NA,NA,NA,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,NA,0.035,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVN,LV,LV_LV,24,NA,NA,0.013,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,NA,0.009,0.266,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,NA,0.015,,NA,NA,NA,1,1,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,NA,0.044,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,NA,0.054,,NA,NA,NA,1,1,,,,,,,,,,,,
LV,LVO,HV,LV_HV,24,NA,NA,0.027,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,LV,LV_LV,24,NA,NA,0.023,0.394,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,LV,LV_LV,24,NA,NA,0.023,,NA,NA,NA,1,0,,,,,,,,,,,,
LV,LVO,LV,LV_LV,24,NA,NA,0.023,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,NA,0.041,0.179,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,NA,0.017,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,NA,0.007,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,HV,MV_HV,24,NA,NA,0.042,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,NA,0.024,0.157,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,NA,0.026,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,NA,0.048,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVA,MV,MV_MV,24,NA,NA,0.05,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,NA,0.08,0.255,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,NA,NA,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,NA,0.025,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,NA,0.064,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,HV,MV_HV,24,NA,NA,0.053,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,MV,MV_MV,24,NA,NA,0.038,0.204,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,MV,MV_MV,24,NA,NA,0.02,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVB,MV,MV_MV,24,NA,NA,0.063,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,HV,MV_HV,24,NA,NA,0.08,0.288,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,HV,MV_HV,24,NA,NA,0.065,,NA,NA,NA,0,NA,,,,,,,,,,,,
MV,MVC,HV,MV_HV,24,NA,NA,0.046,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,NA,0.04,0.226,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,NA,0.06,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,NA,0.091,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVC,MV,MV_MV,24,NA,NA,0.005,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,HV,MV_HV,24,NA,NA,0.062,0.419,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,HV,MV_HV,24,NA,NA,0.034,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,MV,MV_MV,24,NA,NA,0.034,0.249,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVD,MV,MV_MV,24,NA,NA,0.039,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,HV,MV_HV,24,NA,NA,0.026,0.194,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,HV,MV_HV,24,NA,NA,0.007,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,MV,MV_MV,24,NA,NA,0.04,0.208,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,MV,MV_MV,24,NA,NA,0.025,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVEnew,MV,MV_MV,24,NA,NA,0.023,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,HV,MV_HV,24,NA,NA,0.011,0.444,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,HV,MV_HV,24,NA,NA,0.017,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,HV,MV_HV,24,NA,NA,0.022,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,NA,0.022,0.219,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,NA,0.012,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,NA,0.039,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVK,MV,MV_MV,24,NA,NA,0.025,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVL,MV,MV_MV,24,NA,NA,0.021,0.078,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVL,MV,MV_MV,24,NA,NA,0.027,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVL,MV,MV_MV,24,NA,NA,0.043,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,NA,0.033,0.357,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,NA,0.021,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,NA,0.03,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,HV,MV_HV,24,NA,NA,0.028,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,NA,0.023,0.233,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,NA,0.031,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,NA,0.023,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVM,MV,MV_MV,24,NA,NA,0.017,,NA,NA,NA,1,0,,,,,,,,,,,,
MV,MVN,HV,MV_HV,24,NA,NA,0.018,0.239,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVN,HV,MV_HV,24,NA,NA,0.031,,NA,NA,NA,1,NA,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,NA,0.025,0.151,NA,NA,NA,1,2,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,NA,0.101,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,NA,0.157,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,NA,0.104,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,NA,0.048,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,HV,MV_HV,24,NA,NA,0.049,0.078,NA,NA,NA,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,,,,
MV,MVO,MV,MV_MV,24,NA,NA,0.007,0.165,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,MV,MV_MV,24,NA,NA,0.012,,NA,NA,NA,1,1,,,,,,,,,,,,
MV,MVO,MV,MV_MV,24,NA,NA,0.021,,NA,NA,NA,1,1,,,,,,,,,,,,
